e_A,e_B,utility_A,utility_B,cvar_A,cvar_B,symmetric
0.35000000000000003,0.75,9.918174877277654,9.394545635320323,8.641776096316152,8.091474048656142,0
0.35000000000000003,0.8,9.920669736870956,9.191758179994057,8.71333589154909,7.92587246511159,0
0.35000000000000003,0.8500000000000001,9.918269315812923,8.825055431254059,8.640019976680659,7.527684352532826,0
0.35000000000000003,0.9,9.919807294773804,8.096050010426918,8.62980287106505,6.793753939327552,0
0.4,0.0,9.897200365617865,10.02109420155521,8.594978335958176,8.708025110586073,0
0.4,0.05,9.899839115507882,10.014014830904404,8.61361525713959,8.716555686382982,0
0.4,0.1,9.899524736685118,10.00401180761196,8.612126348805015,8.704222915631211,0
0.4,0.15000000000000002,9.896376667632323,9.98649611003477,8.581891613070772,8.65798891329371,0
0.4,0.2,9.900305933934778,9.978714346136742,8.626194584276051,8.692441189497606,0
0.4,0.25,9.900239271326457,9.9575082421149,8.652460803357911,8.705555858428466,0
0.4,0.30000000000000004,9.89956479394877,9.943050801625159,8.65263268598477,8.694235040363289,0
0.4,0.35000000000000003,9.902910197425948,9.918905689376183,8.687191156735565,8.70324101892131,0
0.4,0.4,9.901153833874673,9.901310401636449,8.687496900371276,8.688899440593453,1
0.4,0.45,9.900621192257939,9.866711246402808,8.676618822127567,8.627825938477587,0
0.4,0.5,9.90233400221867,9.83038076449396,8.709224334717167,8.596742277292678,0
0.4,0.55,9.90241304906431,9.788211937955282,8.684496633013008,8.49921927391322,0
0.4,0.6000000000000001,9.90180047960065,9.716875802839345,8.582709191766748,8.41318008343734,0
0.4,0.65,9.900681347901017,9.636732518923647,8.597135469889833,8.364346804788635,0
0.4,0.7000000000000001,9.900754516604355,9.549721790304584,8.59713263461811,8.240967959078592,0
0.4,0.75,9.905765111527138,9.39812874955715,8.676834809659104,8.172073868894282,0
0.4,0.8,9.903205884805192,9.19033640780437,8.664345208404479,7.917083213449346,0
0.4,0.8500000000000001,9.904104072409249,8.827032134880954,8.628416816585261,7.54106349026114,0
0.4,0.9,9.903835014345601,8.095969190476834,8.636542430497565,6.8280830687529335,0
0.45,0.0,9.864236455467832,10.021893173932918,8.577648236180666,8.711658098972029,0
0.45,0.05,9.864574095053378,10.012499635823595,8.575287025479959,8.699806406228303,0
0.45,0.1,9.8639016987086,10.002253632668031,8.580755656743364,8.69673391587971,0
0.45,0.15000000000000002,9.86644299481527,9.990478867127838,8.634578530280507,8.744586478054552,0
0.45,0.2,9.865383369068066,9.977633518923268,8.620178292604091,8.71759311859949,0
0.45,0.25,9.86671534058066,9.957988744987517,8.635218320334605,8.71670807072265,0
0.45,0.30000000000000004,9.865045338440982,9.942397119424562,8.642182954847637,8.707971515309387,0
0.45,0.35000000000000003,9.869365230207345,9.919127254272608,8.669513946756341,8.717916065527627,0
0.45,0.4,9.867043971903534,9.90096917002863,8.651725433230874,8.684634603690137,0
0.45,0.45,9.867406191558478,9.867448183665438,8.623464289602873,8.644932026468076,1
0.45,0.5,9.869160481796733,9.831213656449886,8.659099090657424,8.569315039935798,0
0.45,0.55,9.869393348721378,9.789027256076285,8.58679515332566,8.511850044183978,0
0.45,0.6000000000000001,9.866059097761022,9.714983582732174,8.553811072174705,8.419840846601504,0
0.45,0.65,9.870505374036082,9.640506946696373,8.60709478275856,8.395895199031676,0
0.45,0.7000000000000001,9.867992506350719,9.550750882745783,8.594378547587146,8.266219353990063,0
0.45,0.75,9.86915398740723,9.39550959158546,8.62489118063927,8.12793082756525,0
0.45,0.8,9.869862409299515,9.1907082394489,8.609161053307718,7.9186226319046815,0
0.45,0.8500000000000001,9.868000344139924,8.824659760409814,8.566388700140102,7.514411544849552,0
0.45,0.9,9.868258091348467,8.09439657405535,8.581201426033912,6.795605953174376,0
0.5,0.0,9.826553909619653,10.022326644461076,8.548021008146467,8.727777991787901,0
0.5,0.05,9.826272796022101,10.012407958746913,8.572607794397959,8.74295661355573,0
0.5,0.1,9.827749834278457,10.004009663943599,8.577755829195615,8.736200278443306,0
0.5,0.15000000000000002,9.826561618222451,9.988647952383763,8.562529707364735,8.710509559557662,0
0.5,0.2,9.828387599188243,9.978755742321596,8.588818218199032,8.724593333949786,0
0.5,0.25,9.8295511426462,9.95879201919309,8.612537798070106,8.729232045239224,0
0.5,0.30000000000000004,9.830436682924702,9.94587662588246,8.621599200660379,8.72585169221603,0
0.5,0.35000000000000003,9.830535937905468,9.918410776953381,8.599414321699985,8.722933019273276,0
0.5,0.4,9.830242266221541,9.902167674514747,8.59504104141644,8.701809460360979,0
0.5,0.45,9.830180164373756,9.868305992387564,8.567888665647912,8.6211421025047,0
0.5,0.5,9.832689158689144,9.832650508558453,8.570055384737133,8.578766055440143,1
0.5,0.55,9.830283630665113,9.78799743361902,8.5413880442314,8.506286801321068,0
0.5,0.6000000000000001,9.831450302213822,9.718530698634444,8.55793941049963,8.452982765887924,0
0.5,0.65,9.832451303529583,9.640563511735358,8.599491121663329,8.403015319449521,0
0.5,0.7000000000000001,9.832560050702087,9.553281312271425,8.611085772569826,8.284213493593601,0
0.5,0.75,9.831067378035712,9.395448466859943,8.572004863908381,8.128684066216362,0
0.5,0.8,9.833674918715884,9.19260393471631,8.590422617118792,7.9533560369796525,0
0.5,0.8500000000000001,9.830112036750403,8.824889767787703,8.52452157087355,7.528169597723652,0
0.5,0.9,9.832782059877012,8.09685278099849,8.55403705177481,6.821957954260419,0
0.55,0.0,9.78414838725164,10.022177321553581,8.516435343367288,8.731595910556486,0
0.55,0.05,9.783817112855507,10.01208408003776,8.549037609763648,8.753248433248311,0
0.55,0.1,9.784565097990724,10.003315140203096,8.530693558760884,8.727760031285944,0
0.55,0.15000000000000002,9.784915080947131,9.989309427582706,8.558989230463471,8.743603828544021,0
0.55,0.2,9.788053227234919,9.980641170517298,8.561647781653463,8.761425087357633,0
0.55,0.25,9.787329880901785,9.95882202193747,8.590326352295813,8.750137222749903,0
0.55,0.30000000000000004,9.787026833230938,9.94470313675318,8.524046272579493,8.725853556448897,0
0.55,0.35000000000000003,9.787454604784678,9.917676104968297,8.50370387119444,8.694686847415861,0
0.55,0.4,9.787916245774488,9.902168071205477,8.521314847277726,8.678894468861971,0
0.55,0.45,9.790937742142365,9.871289670828336,8.5137971208566,8.6426121420994,0
0.55,0.5,9.78800508065191,9.830243168776288,8.483393507843305,8.520009860528479,0
0.55,0.55,9.789129597035343,9.78921808169651,8.510163682827478,8.509552768582727,1
0.55,0.6000000000000001,9.789385523661265,9.718666929687098,8.563608811628892,8.500042677612045,0
0.55,0.65,9.789401430794662,9.639747899807947,8.567223946666758,8.395741881445694,0
0.55,0.7000000000000001,9.788747652473054,9.551719003004068,8.544869166418925,8.248646427878475,0
0.55,0.75,9.79174048594278,9.398384361181405,8.570183203901667,8.159219779279518,0
0.55,0.8,9.790721241041167,9.192060113956742,8.533557953530407,7.911528102385081,0
0.55,0.8500000000000001,9.790089367859185,8.827209832211894,8.515099931442855,7.543430782593208,0
0.55,0.9,9.794415231572197,8.100874685162125,8.574846564071102,6.872839337485797,0
0.6000000000000001,0.0,9.713213329808864,10.02196646008188,8.542625981206912,8.756818969361834,0
0.6000000000000001,0.05,9.71471246696139,10.013695792998115,8.580174758082425,8.772781015315182,0
0.6000000000000001,0.1,9.714180772889568,10.003517384973675,8.568203032965727,8.75082667637285,0
0.6000000000000001,0.15000000000000002,9.716742327014092,9.99183570878666,8.516853089412951,8.742842385831912,0
0.6000000000000001,0.2,9.714836955978472,9.978069830235027,8.392869476505597,8.67718098612764,0
0.6000000000000001,0.25,9.716918486286641,9.959211773409486,8.434124073430352,8.72485991185103,0
0.6000000000000001,0.30000000000000004,9.716238691782822,9.944605696075145,8.442253272858352,8.70469801052234,0
0.6000000000000001,0.35000000000000003,9.720175800118012,9.921152329637488,8.483502710135308,8.694765792561771,0
0.6000000000000001,0.4,9.71794974138303,9.902804003484087,8.436748226559377,8.607141318055428,0
0.6000000000000001,0.45,9.720030367482925,9.871080034681123,8.47462508276679,8.63803176376486,0
0.6000000000000001,0.5,9.720065301349404,9.832905185262076,8.480168599087326,8.581686392899554,0
0.6000000000000001,0.55,9.716315789272478,9.786996488889018,8.446118623852154,8.525850813319927,0
0.6000000000000001,0.6000000000000001,9.718937359119666,9.718853436775769,8.476404313212614,8.470642963327057,1
0.6000000000000001,0.65,9.719523179236075,9.640541216881656,8.506930736122541,8.376953196713423,0
0.6000000000000001,0.7000000000000001,9.718719701695623,9.552485233291153,8.434185555007069,8.302936276834684,0
0.6000000000000001,0.75,9.72091019717414,9.398115026481586,8.486578939222362,8.142314523283769,0
0.6000000000000001,0.8,9.721999886831538,9.194084494643645,8.483926890528826,7.960717596449605,0
0.6000000000000001,0.8500000000000001,9.72330940885756,8.831057954046736,8.494209769505428,7.5902279402919435,0
0.6000000000000001,0.9,9.720712509858128,8.097847615016097,8.48352873560864,6.838996893222637,0
0.65,0.0,9.636443158699695,10.024164582270044,8.394360387065564,8.75397426500997,0
0.65,0.05,9.634698918449704,10.012736562536654,8.336033121121408,8.694303510264282,0
0.65,0.1,9.635555127607184,10.003888743825618,8.38515716375766,8.720888955078879,0
0.65,0.15000000000000002,9.637508524476159,9.991638915118296,8.33728127493195,8.707383157261164,0
0.65,0.2,9.637774283151645,9.980092225308635,8.347948796269284,8.688795670201694,0
0.65,0.25,9.638928758401345,9.960250793560476,8.379696300371902,8.718134545716044,0
0.65,0.30000000000000004,9.637932579404163,9.945312511296661,8.365308116611947,8.688996540442686,0
0.65,0.35000000000000003,9.639635786804796,9.91960133098974,8.396273638180427,8.645160325452965,0
0.65,0.4,9.64142124811421,9.905377239794868,8.389768042896547,8.644685842795047,0
0.65,0.45,9.63803637777828,9.868089473660527,8.383152019605525,8.585353747286153,0
0.65,0.5,9.639430110440417,9.8313225079149,8.376569972389253,8.570055757003502,0
0.65,0.55,9.640232855091947,9.789955138118883,8.387395946414383,8.565518572662445,0
0.65,0.6000000000000001,9.639974018413264,9.71894168816247,8.38236261474939,8.493073974370946,0
0.65,0.65,9.640413469714836,9.640354168871488,8.357634987086866,8.361533481807252,1
0.65,0.7000000000000001,9.63996827769531,9.552898805828475,8.372132290370878,8.291857529217394,0
0.65,0.75,9.641977752487506,9.398344482688614,8.423156666901624,8.16279323360389,0
0.65,0.8,9.64053604176253,9.191647434947285,8.376806607963868,7.9617603714287934,0
0.65,0.8500000000000001,9.641087045006474,8.827772149947576,8.372083321846892,7.560910660510836,0
0.65,0.9,9.643193280853742,8.099420556603276,8.408346917021762,6.905303319137869,0
0.7000000000000001,0.0,9.549013398272303,10.023961829270934,8.250339268550084,8.713920031082065,0
0.7000000000000001,0.05,9.547704389324872,10.012931624443173,8.236535053755132,8.68324482258449,0
0.7000000000000001,0.1,9.5517044870143,10.007445555728546,8.252172503834098,8.699361937441214,0
0.7000000000000001,0.15000000000000002,9.548175259451947,9.989468282917207,8.234188824310598,8.668489845965057,0
0.7000000000000001,0.2,9.551107788027227,9.980713394832568,8.295418752405299,8.718256107710785,0
0.7000000000000001,0.25,9.552149776453541,9.960725183389979,8.305032820356288,8.713089240957379,0
0.7000000000000001,0.30000000000000004,9.549791102944463,9.944380533990856,8.289696370319929,8.691880198978279,0
0.7000000000000001,0.35000000000000003,9.55187989543448,9.91900316579733,8.308227876422807,8.641255982864893,0
0.7000000000000001,0.4,9.55277110764084,9.903935602920265,8.313669994285311,8.649910650842203,0
0.7000000000000001,0.45,9.552064249562273,9.86923610505043,8.273018660209669,8.61495493312985,0
0.7000000000000001,0.5,9.551321773329034,9.830504933159999,8.259937323015073,8.579804000867671,0
0.7000000000000001,0.55,9.552384840691847,9.789395789822589,8.265693037463286,8.564822408434736,0
0.7000000000000001,0.6000000000000001,9.555597230835941,9.721870816926037,8.331602319263416,8.5071624657726,0
0.7000000000000001,0.65,9.553025726306062,9.640321617566434,8.314413784477265,8.390739879873856,0
0.7000000000000001,0.7000000000000001,9.553952488800446,9.553925241394849,8.344557084249006,8.346256468960416,1
0.7000000000000001,0.75,9.553539547232917,9.397104139687757,8.294957511902437,8.143518840739144,0
0.7000000000000001,0.8,9.554460786852756,9.192570155022342,8.281808118616855,7.978419906053053,0
0.7000000000000001,0.8500000000000001,9.55396250399903,8.827950414104865,8.290321681768004,7.598579782492471,0
0.7000000000000001,0.9,9.554929738921897,8.098166988059477,8.301812080127517,6.9008656187054855,0
0.75,0.0,9.393304425380313,10.02464080916319,8.123384251777578,8.745678431383782,0
0.75,0.05,9.392643126194535,10.014315371404619,8.107550084721971,8.724597123345646,0
0.75,0.1,9.387568059583245,9.999569600760275,8.066720082614667,8.659982926091988,0
0.75,0.15000000000000002,9.392659232005043,9.990431076758393,8.095338351468962,8.72816329534249,0
0.75,0.2,9.392384279774559,9.97825157936204,8.147401330140086,8.720218658411817,0
0.75,0.25,9.394898063804982,9.959771192784132,8.108528829712174,8.729270945927404,0
0.75,0.30000000000000004,9.393318655926047,9.944410335585488,8.088852715135562,8.716231692827268,0
0.75,0.35000000000000003,9.396037412196428,9.919593667975418,8.127835183764416,8.680032127949373,0
0.75,0.4,9.394204164886933,9.901835813037016,8.129108506672804,8.666281562216701,0
0.75,0.45,9.39478086393667,9.868511577818092,8.140931166990631,8.643420610323826,0
0.75,0.5,9.396346014232916,9.83193121454463,8.11531013544314,8.589669627630345,0
0.75,0.55,9.396682114748133,9.78999995425446,8.109645127959622,8.509819758906714,0
0.75,0.6000000000000001,9.399196049349163,9.721861473169177,8.156725244973915,8.488556140843224,0
0.75,0.65,9.396680833586007,9.640247195575206,8.141769955839958,8.401513833613762,0
0.75,0.7000000000000001,9.39669219978037,9.553138825897294,8.111151448562914,8.265764725809456,0
0.75,0.75,9.402016249918336,9.402015257276648,8.201598612460488,8.202338285927874,1
0.75,0.8,9.39701389265309,9.19167290394758,8.120959168258851,7.913485710685455,0
0.75,0.8500000000000001,9.3997595747521,8.830240834891237,8.166774333626151,7.581851865489796,0
0.75,0.9,9.397035997366734,8.096746119444843,8.11268606753712,6.79952414520626,0
0.8,0.0,9.185366003172204,10.022114573034578,7.86990609037908,8.708747842419767,0
0.8,0.05,9.187794809891397,10.014869993669668,7.935305325294617,8.720693811434572,0
0.8,0.1,9.188178884053743,10.005565460863336,7.933221832920578,8.712241871413791,0
