extax_AB,extax_BA,utility_A,utility_B,cvar_A,cvar_B,symmetric
0.15000000000000002,0.45,9.541602615193508,9.555589639252105,5.216339763430769,5.3511934472885745,0
0.15000000000000002,0.5,9.539058265705064,9.552597553008258,5.20582214146762,5.352801886547614,0
0.15000000000000002,0.55,9.536193184571628,9.549226310524782,5.18935866151333,5.345665603714366,0
0.15000000000000002,0.6000000000000001,9.534531341915356,9.546573658596662,5.17775734020067,5.342458658582492,0
0.15000000000000002,0.65,9.531313405249064,9.542430777450432,5.156704180870034,5.327492420129611,0
0.15000000000000002,0.7000000000000001,9.530998332435127,9.54109720103939,5.168688325279788,5.345954418289611,0
0.15000000000000002,0.75,9.529077358165,9.538263212377139,5.155934228313298,5.337518531018397,0
0.15000000000000002,0.8,9.529642753696727,9.53789986670117,5.180177402173513,5.366676429259154,0
0.15000000000000002,0.8500000000000001,9.528346972327094,9.535513082838198,5.168202738323468,5.357725849133099,0
0.15000000000000002,0.9,9.526159449663394,9.532303755868936,5.1460291367624125,5.337543377464834,0
0.15000000000000002,0.9500000000000001,9.524955165110397,9.530145341857322,5.135909415473099,5.329489419041371,0
0.15000000000000002,1.0,9.524504468865148,9.528763759317961,5.140437595348191,5.336215552795782,0
0.2,0.0,9.591017738217776,9.545587255821925,5.36024504556081,5.247581518372683,0
0.2,0.05,9.582766922827973,9.555246641603905,5.378105750259557,5.278504296904894,0
0.2,0.1,9.57428686245492,9.559563690559468,5.34216616656713,5.275347215251059,0
0.2,0.15000000000000002,9.568403183759832,9.56251655247104,5.333060977913444,5.300965707518346,0
0.2,0.2,9.561280939906691,9.561229591858273,5.293752680899588,5.293656625186068,1
0.2,0.25,9.556759504235464,9.560662017595316,5.284347025614082,5.312515826955471,0
0.2,0.30000000000000004,9.552026197041366,9.55822777973729,5.262466532860203,5.314758199925675,0
0.2,0.35000000000000003,9.54750136086837,9.555009431023981,5.230463585168831,5.303578936975054,0
0.2,0.4,9.543943812606177,9.551836968803594,5.21635224095638,5.307712571137128,0
0.2,0.45,9.540281886255682,9.548049523257056,5.201624469213229,5.3085695635708605,0
0.2,0.5,9.538813823099725,9.546229638689006,5.206532447141072,5.327013209264269,0
0.2,0.55,9.537442569672402,9.544002797377113,5.205571241216364,5.337743826448513,0
0.2,0.6000000000000001,9.533115540698317,9.538877197512097,5.168688317114924,5.309656563999532,0
0.2,0.65,9.531996446051554,9.53673739354266,5.174670791440788,5.324890839090599,0
0.2,0.7000000000000001,9.530738802601196,9.53441449385909,5.17276113872157,5.330179513611047,0
0.2,0.75,9.529863276408587,9.532374444602183,5.168134815619412,5.331838826416124,0
0.2,0.8,9.528718456798709,9.53023868434322,5.165345825284587,5.334462363418621,0
0.2,0.8500000000000001,9.527180997886004,9.527626766186247,5.149052010752818,5.322341761256611,0
0.2,0.9,9.526949526617704,9.526440751183973,5.160128863893538,5.337770216717992,0
0.2,0.9500000000000001,9.52612670811806,9.524604025454202,5.159072814835426,5.340059148392588,0
0.2,1.0,9.52547743136585,9.523150112193298,5.160106822135635,5.344493873365141,0
0.25,0.0,9.588877801958983,9.539258614075472,5.344822423099388,5.218929404130893,0
0.25,0.05,9.580639493995788,9.549072032933429,5.367086261414129,5.247514585163528,0
0.25,0.1,9.572883599193775,9.554146048015339,5.3529904283810605,5.26013274398284,0
0.25,0.15000000000000002,9.565106557366795,9.555282543203317,5.3053260992809665,5.2460711082786196,0
0.25,0.2,9.561558630683134,9.557595057263299,5.330267937747695,5.30202261772848,0
0.25,0.25,9.554554405675328,9.55454288073408,5.273538281939054,5.273482168870088,1
0.25,0.30000000000000004,9.55056163638422,9.55291277175997,5.267372049794257,5.29160988358168,0
0.25,0.35000000000000003,9.547013390184935,9.550717039800023,5.262103503275937,5.308140574009535,0
0.25,0.4,9.542415900733134,9.546313719379446,5.226246556045708,5.289774683979984,0
0.25,0.45,9.540710008828361,9.544443520037131,5.231770680747672,5.3118073098286,0
0.25,0.5,9.537026554903369,9.5402997030762,5.200989868510762,5.294595619168523,0
0.25,0.55,9.537211173400127,9.539707529899085,5.229321120011241,5.33568830891121,0
0.25,0.6000000000000001,9.53325891031402,9.53486826959746,5.199410969082685,5.316384328604653,0
0.25,0.65,9.533204035756816,9.533715534454702,5.212553633067166,5.338644044881024,0
0.25,0.7000000000000001,9.530214690451439,9.529596912556396,5.181218120392621,5.314717634927503,0
0.25,0.75,9.528156343787378,9.52647329038249,5.1740644640874,5.314150727418309,0
0.25,0.8,9.527472604327865,9.524607708269995,5.169208992355645,5.315944635612255,0
0.25,0.8500000000000001,9.526423674008898,9.52255824634715,5.165861538269281,5.317805061324358,0
0.25,0.9,9.525827277522941,9.520889608276876,5.165678642072667,5.322282627348067,0
0.25,0.9500000000000001,9.52487348108028,9.518800964083082,5.152675984736424,5.3127652391064695,0
0.25,1.0,9.524670410177608,9.517843940999475,5.165167020386667,5.329564301821534,0
0.30000000000000004,0.0,9.587007902996815,9.534611172361066,5.344004231195451,5.207375917718873,0
0.30000000000000004,0.05,9.57818340996967,9.544112610233753,5.359973872732,5.225014824611557,0
0.30000000000000004,0.1,9.569759038508806,9.548565461129028,5.334446803850425,5.220316614110702,0
0.30000000000000004,0.15000000000000002,9.564591602092923,9.552445662163686,5.345853943893858,5.262140408001163,0
0.30000000000000004,0.2,9.556724407576317,9.55061329874612,5.282820148008186,5.2307792297453535,0
0.30000000000000004,0.25,9.55331207040785,9.551080893557476,5.298730131209169,5.274141488440328,0
0.30000000000000004,0.30000000000000004,9.547444345014828,9.547513997403694,5.2589292868909485,5.258788756473336,1
0.30000000000000004,0.35000000000000003,9.544393955523729,9.545669012307469,5.251622092303916,5.272893717238995,0
0.30000000000000004,0.4,9.541517860103362,9.543099535002378,5.246230620750304,5.286005477783054,0
0.30000000000000004,0.45,9.536839158092496,9.538158316346268,5.2115945218296496,5.2672665077636385,0
0.30000000000000004,0.5,9.534877428069269,9.535577644882537,5.205252735494229,5.274711929279541,0
0.30000000000000004,0.55,9.533608498109427,9.533606848484638,5.211672860183996,5.293714078285323,0
0.30000000000000004,0.6000000000000001,9.531383170191999,9.530312979394498,5.204594536630552,5.297093995331092,0
0.30000000000000004,0.65,9.531060623729001,9.529104790852617,5.219656396517676,5.322484166331619,0
0.30000000000000004,0.7000000000000001,9.528894941642285,9.525674357012447,5.201971585670352,5.312612666209429,0
0.30000000000000004,0.75,9.526959598892097,9.522703538560908,5.185397385414513,5.3032415998738305,0
0.30000000000000004,0.8,9.526757324563363,9.521472538775381,5.201342183334115,5.326298275647882,0
0.30000000000000004,0.8500000000000001,9.524325799797667,9.517770843193308,5.167245674606358,5.296803039790038,0
0.30000000000000004,0.9,9.524646292191028,9.516914693757261,5.188162017504726,5.323168709247453,0
0.30000000000000004,0.9500000000000001,9.523232086656401,9.514427936537457,5.167042055288239,5.305729250488875,0
0.30000000000000004,1.0,9.520985852619829,9.511421622680121,5.1487618954393355,5.2911266326012285,0
0.35000000000000003,0.0,9.583711484036936,9.529602352585137,5.328051450734073,5.18318300748935,0
0.35000000000000003,0.05,9.576758105540677,9.541148452467448,5.37561787470005,5.228441435711064,0
0.35000000000000003,0.1,9.567810157368546,9.545278921468329,5.34955289165614,5.218027098733911,0
0.35000000000000003,0.15000000000000002,9.561362204279279,9.547791747770946,5.340771782925501,5.237152864641317,0
0.35000000000000003,0.2,9.55571689396695,9.548374659406532,5.326530726261522,5.253144496974889,0
0.35000000000000003,0.25,9.549586133575044,9.54602436233398,5.285507790343052,5.240109904784723,0
0.35000000000000003,0.30000000000000004,9.546521461607355,9.545352742818466,5.295363979156547,5.274371141248431,0
0.35000000000000003,0.35000000000000003,9.54150280989423,9.541488194656848,5.256672214078875,5.256379968834094,1
0.35000000000000003,0.4,9.539238001394354,9.539627836873038,5.258908726882418,5.277149578622274,0
0.35000000000000003,0.45,9.536005684946721,9.536165591641309,5.241688206057313,5.275860147023987,0
0.35000000000000003,0.5,9.533358820190255,9.532898917041956,5.232871636682478,5.281659513520506,0
0.35000000000000003,0.55,9.529894557049543,9.52872303788597,5.203565326515881,5.264446834040267,0
0.35000000000000003,0.6000000000000001,9.52906848430104,9.52691946506929,5.215165624956544,5.287083089140083,0
0.35000000000000003,0.65,9.527850220755964,9.524455549737592,5.21101849525937,5.292510394059757,0
0.35000000000000003,0.7000000000000001,9.525143362874124,9.52078633670659,5.194318613858298,5.2840250729651315,0
0.35000000000000003,0.75,9.525276750398087,9.519746393549939,5.213585978619852,5.311248251771193,0
0.35000000000000003,0.8,9.523145238574166,9.51639917015785,5.186680171231312,5.289896747949066,0
0.35000000000000003,0.8500000000000001,9.522385796239922,9.514473526011075,5.196334059746645,5.305900546605464,0
0.35000000000000003,0.9,9.52130392626822,9.51237021277057,5.1851571701925225,5.299254629599994,0
0.35000000000000003,0.9500000000000001,9.520336746818378,9.510352927123272,5.169727347393352,5.288423210350223,0
0.35000000000000003,1.0,9.520468239328341,9.509465562790705,5.183458875365237,5.306527986560675,0
0.4,0.0,9.58116800777817,9.526185971169317,5.317011600782922,5.165222892410929,0
0.4,0.05,9.572534003299745,9.536234995173015,5.348411725122271,5.192838091390128,0
0.4,0.1,9.564904956758712,9.541676286322263,5.352103586376327,5.206727994433051,0
0.4,0.15000000000000002,9.557233283002137,9.543330838503238,5.324020800687031,5.204050489533975,0
0.4,0.2,9.55233909772273,9.54456536702581,5.323066179174442,5.231555330175552,0
0.4,0.25,9.547880422683914,9.543869241614487,5.305884699890453,5.2417654680425905,0
0.4,0.30000000000000004,9.543238554780853,9.541642485657151,5.289571657043453,5.249735695407427,0
0.4,0.35000000000000003,9.538819230827034,9.538313742622922,5.2642588018882535,5.245641624402742,0
0.4,0.4,9.535357900434446,9.535261267270762,5.2481573829416615,5.248286425715751,1
0.4,0.45,9.532277242828206,9.532046462872843,5.239012361488072,5.2551548286395455,0
0.4,0.5,9.527831704636059,9.527489982610987,5.20675867304413,5.237740682292994,0
0.4,0.55,9.527631637137171,9.526232687218824,5.225669953496618,5.2685635236309,0
0.4,0.6000000000000001,9.525120756396385,9.522390278146663,5.201070191902578,5.254269490033002,0
0.4,0.65,9.52580848350033,9.521936004215432,5.24223069556726,5.3055747161556095,0
0.4,0.7000000000000001,9.522648044080388,9.517733325181858,5.202906666439557,5.274368007256842,0
0.4,0.75,9.521624172571213,9.515355403900218,5.200704195782485,5.279120797408524,0
0.4,0.8,9.520137489059916,9.51281028407061,5.19100674015809,5.275995098493695,0
0.4,0.8500000000000001,9.519221971899874,9.51067892543989,5.1904771871573105,5.281263522987527,0
0.4,0.9,9.51965768764917,9.509972460809632,5.213246469459415,5.309684597422445,0
0.4,0.9500000000000001,9.517556098982393,9.506883267503715,5.184671026780332,5.285201357867131,0
0.4,1.0,9.516361289581615,9.504826974475684,5.174516458580392,5.278793936714295,0
0.45,0.0,9.579167214201028,9.523816259184573,5.335340082812622,5.176998876715199,0
0.45,0.05,9.570109374446606,9.533575381998519,5.355157188884889,5.19206218558342,0
0.45,0.1,9.56243011868428,9.539182834212486,5.363569562497711,5.20696951236584,0
0.45,0.15000000000000002,9.555143730021165,9.541251165925972,5.3433623132401875,5.2088412044381105,0
0.45,0.2,9.548966834597097,9.541157256047073,5.317614201491124,5.210959803398737,0
0.45,0.25,9.54504344051589,9.541247223084419,5.3223840686570485,5.241961584498882,0
0.45,0.30000000000000004,9.539481890834915,9.538100333268957,5.286749420678461,5.231065189234434,0
0.45,0.35000000000000003,9.536487179998005,9.536110893714618,5.284157310365149,5.249105703910999,0
0.45,0.4,9.53176899530972,9.531854305464886,5.24729590424433,5.2308253591547675,0
0.45,0.45,9.529039432615122,9.528947901755211,5.2403569230993945,5.240234698810653,1
0.45,0.5,9.52668646292148,9.526146878137952,5.230687142212606,5.244841894025056,0
0.45,0.55,9.524443696821917,9.522907353698008,5.223407557738814,5.249985542521133,0
0.45,0.6000000000000001,9.52153189919966,9.519067619565838,5.198780672333751,5.235879473256202,0
0.45,0.65,9.5220707051771,9.518438286285337,5.235194092018248,5.281986611440618,0
0.45,0.7000000000000001,9.520197514115791,9.515455270403425,5.226365807611259,5.281849079022826,0
0.45,0.75,9.518717788485185,9.512892215956937,5.218069441238612,5.280739490146017,0
0.45,0.8,9.51906724520232,9.51181256864386,5.235427053084848,5.304999593408307,0
0.45,0.8500000000000001,9.515930552822004,9.507503030845974,5.190822219705903,5.265695379734418,0
0.45,0.9,9.514914390449784,9.505458519986561,5.191636114912761,5.271437283947979,0
0.45,0.9500000000000001,9.513366867675629,9.502974774034843,5.165956275762336,5.2502214512812735,0
0.45,1.0,9.513874926087636,9.502207138879402,5.196785808131563,5.285414524223294,0
0.5,0.0,9.575948555879878,9.520634114741814,5.322872695065052,5.159815116778566,0
0.5,0.05,9.566122025791026,9.52978110171471,5.332114212409827,5.163829984806356,0
0.5,0.1,9.558604364111394,9.53579871918574,5.348272380744919,5.183604256640275,0
0.5,0.15000000000000002,9.552626393926245,9.539100064380852,5.358541698954181,5.211398384449485,0
0.5,0.2,9.54632789054513,9.53885309725005,5.331553260801435,5.211089925786592,0
0.5,0.25,9.541635629041146,9.538390283593072,5.3152923137950845,5.221225223765727,0
0.5,0.30000000000000004,9.536465133084498,9.535578425017396,5.292657036682444,5.222756923376419,0
0.5,0.35000000000000003,9.53328432948803,9.533652931868525,5.287675518677313,5.239012695004109,0
0.5,0.4,9.529316538659181,9.530154070192632,5.269029438921779,5.238794627350335,0
0.5,0.45,9.527326978787373,9.527877931079713,5.267931841795557,5.253720594374104,0
0.5,0.5,9.524861026859329,9.52482698462912,5.259423618671499,5.259368424614918,1
0.5,0.55,9.52013393542323,9.519235997194471,5.2124094397564384,5.224751135379595,0
0.5,0.6000000000000001,9.520556889883816,9.518518807762492,5.239217346606744,5.262283111769923,0
0.5,0.65,9.518444587606966,9.51553704105492,5.225000295677111,5.257994374868189,0
0.5,0.7000000000000001,9.515448099241269,9.511160152315169,5.198536986302004,5.239103110393118,0
0.5,0.75,9.514464279331094,9.508885008503617,5.200870012342597,5.24905925712406,0
0.5,0.8,9.513360769321272,9.506841881186604,5.1964583694084885,5.2512866850266615,0
0.5,0.8500000000000001,9.512812612106154,9.504878932607257,5.196511222539732,5.257090207795935,0
0.5,0.9,9.512644946908182,9.503921503497216,5.211371621430087,5.277690430671997,0
0.5,0.9500000000000001,9.510165437622609,9.500232528593582,5.17644577275828,5.24660534919064,0
0.5,1.0,9.509928826662533,9.49874419099484,5.185131839824158,5.259565001031516,0
0.55,0.0,9.573005392640843,9.518005418782202,5.3155866811875425,5.148466974361534,0
0.55,0.05,9.563982510777553,9.528199211312566,5.338899072527968,5.165607070635867,0
0.55,0.1,9.555071668970653,9.532700793966486,5.333849378649552,5.162502714069005,0
0.55,0.15000000000000002,9.548949367939588,9.535998988307918,5.341473639310049,5.184764248743066,0
0.55,0.2,9.5423535210318,9.53567209660975,5.317920911518565,5.186352015844279,0
0.55,0.25,9.53709775256511,9.534623008706436,5.296935880336801,5.191095781460691,0
0.55,0.30000000000000004,9.534619124095675,9.534580446472672,5.3121087900817425,5.2295667567739414,0
0.55,0.35000000000000003,9.530220300259609,9.531347708023032,5.2864243389608045,5.224880151437678,0
0.55,0.4,9.527137911360102,9.528828977243466,5.284804059207746,5.24211377915575,0
0.55,0.45,9.523036336132646,9.524515115512365,5.249328626520304,5.22292681308712,0
0.55,0.5,9.51882155098754,9.519663522772976,5.212551051838776,5.200193184191969,0
0.55,0.55,9.519542532778917,9.51949067176789,5.255973539344526,5.255907360238136,1
0.55,0.6000000000000001,9.517523009598527,9.516441645079805,5.2482384117441585,5.259411168448417,0
0.55,0.65,9.51574958999342,9.513486318455717,5.239242232044674,5.2595658980717275,0
0.55,0.7000000000000001,9.512005953313338,9.508829737550933,5.196212609653745,5.225104378118319,0
0.55,0.75,9.51168581243563,9.507112086877873,5.2055681558864135,5.241635557872603,0
0.55,0.8,9.511056005349985,9.505224166601073,5.21405121511244,5.2569053257667315,0
0.55,0.8500000000000001,9.509563824192137,9.502406612106181,5.207056064430391,5.255202126905066,0
0.55,0.9,9.50849517125095,9.500452743319832,5.194983552712812,5.248484540668785,0
0.55,0.9500000000000001,9.508719293712039,9.499535826932936,5.211718649059777,5.270031867645243,0
0.55,1.0,9.505527015599506,9.495226537869739,5.169335651552427,5.23149110119066,0
0.6000000000000001,0.0,9.570625620600019,9.516236723678006,5.3164254155775295,5.145570262119468,0
0.6000000000000001,0.05,9.561908567418854,9.526655990112099,5.3496611981817255,5.171902652075552,0
0.6000000000000001,0.1,9.551862754010505,9.530384014330819,5.33001890487321,5.153282843170867,0
0.6000000000000001,0.15000000000000002,9.546274310756974,9.534220541590681,5.343331707237,5.178869051509699,0
0.6000000000000001,0.2,9.540572192472515,9.534871597300386,5.329783867721781,5.1881488919224585,0
0.6000000000000001,0.25,9.535155944752333,9.533574198252463,5.311500603348797,5.194896459138473,0
0.6000000000000001,0.30000000000000004,9.530851403187409,9.531824786099934,5.301644012780174,5.208753285238947,0
0.6000000000000001,0.35000000000000003,9.527698578438455,9.529972766780377,5.295548263295961,5.223762538623231,0
0.6000000000000001,0.4,9.524135653952461,9.5267743970194,5.289346698081783,5.2358247505412185,0
0.6000000000000001,0.45,9.521260503431174,9.523850820679318,5.274753963116614,5.237504705689399,0
0.6000000000000001,0.5,9.517323991802048,9.519330068960778,5.2465843132366015,5.2234642468041015,0
0.6000000000000001,0.55,9.514387628202636,9.515410524157385,5.225077879741158,5.214170769967977,0
0.6000000000000001,0.6000000000000001,9.51509318701776,9.515278283866222,5.255779249143648,5.256121331144771,1
0.6000000000000001,0.65,9.51076925934664,9.509737201130864,5.209634687884266,5.219225373827377,0
0.6000000000000001,0.7000000000000001,9.511084449938508,9.50865974687743,5.234712625105095,5.252466389876687,0
0.6000000000000001,0.75,9.510647157159037,9.507006810268827,5.244371212417937,5.269759386195579,0
0.6000000000000001,0.8,9.505922065982773,9.501124903827534,5.183807847837402,5.215469593491572,0
0.6000000000000001,0.8500000000000001,9.50559499137687,9.499774821906213,5.186798527596256,5.224289163993312,0
0.6000000000000001,0.9,9.505481544743684,9.498446499705441,5.195912440658292,5.238519459805502,0
0.6000000000000001,0.9500000000000001,9.504585625528016,9.496377426339935,5.199990074512687,5.247230048010733,0
0.6000000000000001,1.0,9.503926632636976,9.494811695126854,5.196143527430062,5.247778674731595,0
0.65,0.0,9.568428406689948,9.514553621060918,5.314414105934273,5.140468368167637,0
0.65,0.05,9.55785008629535,9.523381834846454,5.317419834816924,5.13738172355507,0
0.65,0.1,9.550780221088436,9.530113789687645,5.34544823531322,5.163553630768541,0
0.65,0.15000000000000002,9.5433081730969,9.532194960211358,5.341818330306768,5.1703067880895475,0
0.65,0.2,9.537932854183468,9.533190190475285,5.337937896771056,5.187660187618908,0
0.65,0.25,9.532725560383977,9.532264517994832,5.324045181436369,5.198272969637856,0
0.65,0.30000000000000004,9.529830050611407,9.531896725229924,5.339075641682567,5.235907561925495,0
0.65,0.35000000000000003,9.523116792719009,9.52636863891735,5.274034527361156,5.192922607128734,0
0.65,0.4,9.52080226457818,9.5245538852904,5.2745989745908926,5.211605944342415,0
0.65,0.45,9.518068326541425,9.521610527678877,5.27416927400185,5.226875301054915,0
0.65,0.5,9.515857104752351,9.518876815848426,5.263920110860296,5.231111383797939,0
0.65,0.55,9.513659413428346,9.51588135392466,5.263733717430273,5.243326172448275,0
0.65,0.6000000000000001,9.509698085303306,9.511018248414487,5.224258517748348,5.214776782055669,0
0.65,0.65,9.509231350924106,9.509259971322601,5.236150638824367,5.235993001830127,1
0.65,0.7000000000000001,9.508404179381412,9.507113204771766,5.244544731320469,5.253153219928763,0
0.65,0.75,9.50473219487286,9.50216154729695,5.196900189567676,5.2124797710963175,0
0.65,0.8,9.505820062748656,9.50202683974263,5.222585589512462,5.244929399348101,0
0.65,0.8500000000000001,9.503192193301578,9.498180076103482,5.197900892773477,5.226000837296622,0
0.65,0.9,9.502282437599476,9.496183814504473,5.200478393652109,5.2336424724088575,0
0.65,0.9500000000000001,9.501774893402256,9.494679918888336,5.200344135249928,5.237781681095505,0
0.65,1.0,9.501202314898606,9.492920220280876,5.197025560591828,5.2386696453039585,0
0.7000000000000001,0.0,9.56418561743337,9.510893553300068,5.286479828829728,5.110755727994322,0
0.7000000000000001,0.05,9.555154700096468,9.521420421414854,5.315201773442173,5.132410187444619,0
0.7000000000000001,0.1,9.54844936368255,9.528649761444907,5.345098577112935,5.159614082536395,0
0.7000000000000001,0.15000000000000002,9.540054056483209,9.53003489886332,5.317253035261205,5.141005902280835,0
0.7000000000000001,0.2,9.534125308893568,9.53064139585202,5.319596740953308,5.1626592037125345,0
0.7000000000000001,0.25,9.530601775020711,9.531147362690206,5.334643622160888,5.200918669203321,0
0.7000000000000001,0.30000000000000004,9.522889096240451,9.525965363710887,5.261054908368716,5.151580377095497,0
0.7000000000000001,0.35000000000000003,9.52174862339678,9.52623355656302,5.300082723283794,5.210207805294163,0
0.7000000000000001,0.4,9.516500126202782,9.52157840120573,5.257928800498556,5.186909875643337,0
0.7000000000000001,0.45,9.51414979279721,9.51914185315704,5.253200862916295,5.198396974936028,0
0.7000000000000001,0.5,9.512832068528917,9.516954125689821,5.2599476479105745,5.218853715183044,0
